Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2010-10-11,36.39,36.692,36.366,36.462,123455126
2010-10-12,36.467,36.973,36.106,36.855,161117017
2010-10-13,37.04,37.274,37.011,37.053,179891876
2010-10-14,37.228,37.342,37.084,37.322,125392429
2010-10-15,37.952,38.885,37.642,38.853,265354169
2010-10-18,39.316,39.38,38.799,39.258,311972175
2010-10-19,37.463,38.735,37.038,38.206,355369113
2010-10-20,38.148,38.794,37.884,38.335,207663906
2010-10-21,38.553,38.853,37.875,38.21,158352224
2010-10-22,38.149,38.273,37.811,37.956,107037942
2010-10-25,38.162,38.469,38.076,38.127,111346269
2010-10-26,37.884,38.237,37.731,38.028,112479946
2010-10-27,37.961,38.258,37.724,37.999,113576566
2010-10-28,38.016,38.022,37.145,37.681,158699815
2010-10-29,37.569,37.761,37.141,37.155,123272510
2010-11-01,37.36,37.724,37.306,37.548,122190273
2010-11-02,37.928,38.29,37.9,38.189,124915697
2010-11-03,38.453,38.623,38.086,38.613,146910944
2010-11-04,38.899,39.527,38.89,39.289,185386303
2010-11-05,39.257,39.452,39.101,39.148,104327570
2010-11-08,39.149,39.476,39.103,39.331,81003767
2010-11-09,39.629,39.663,38.824,39.02,110606306
2010-11-10,39.095,39.349,38.707,39.262,110314854
2010-11-11,38.887,39.303,38.794,39.09,104385773
2010-11-12,38.947,39.072,37.482,38.025,229989218
2010-11-15,38.081,38.337,37.807,37.904,116436297
2010-11-16,37.717,37.972,36.949,37.23,190049113
2010-11-17,37.166,37.529,36.757,37.098,138469365
2010-11-18,37.709,38.227,37.613,38.075,142496214
2010-11-19,38.022,38.071,37.681,37.867,111233549
2010-11-22,37.863,38.685,37.76,38.685,113292427
2010-11-23,38.331,38.485,37.846,38.113,149748326
2010-11-24,38.516,38.935,38.485,38.861,119672046
2010-11-26,38.707,39.221,38.63,38.885,68780884
2010-11-29,39.04,39.194,38.439,39.115,127902019
2010-11-30,38.706,38.807,38.377,38.413,144864386
2010-12-01,38.968,39.227,38.885,39.061,132907738
2010-12-02,39.196,39.38,38.872,39.275,133898183
2010-12-03,39.123,39.335,39.054,39.189,98952434
2010-12-06,39.321,39.791,39.306,39.523,128655853
2010-12-07,39.983,39.996,39.272,39.284,112770432
2010-12-08,39.476,39.632,39.145,39.631,92773546
2010-12-09,39.805,39.812,39.382,39.474,84924073
2010-12-10,39.461,39.637,39.328,39.572,75903852
2010-12-13,40.04,40.127,39.629,39.708,126955905
2010-12-14,39.749,39.816,39.38,39.539,101524813
2010-12-15,39.519,39.874,39.403,39.548,120116451
2010-12-16,39.64,39.824,39.519,39.656,92945557
2010-12-17,39.673,39.725,39.532,39.578,111784044
2010-12-20,39.676,39.904,39.286,39.775,111105642
2010-12-21,39.886,40.044,39.754,40.02,74013364
2010-12-22,40.04,40.21,39.943,40.142,76898603
2010-12-23,40.12,40.14,39.895,39.95,64518819
2010-12-27,39.898,40.176,39.689,40.083,72116408
2010-12-28,40.235,40.326,40.127,40.18,50800104
2010-12-29,40.259,40.3,40.133,40.158,47187254
2010-12-30,40.171,40.186,39.88,39.958,45541391
2010-12-31,39.874,39.934,39.665,39.819,55949463
2011-01-03,40.101,40.769,40.101,40.685,128561847
2011-01-04,41.046,41.046,40.509,40.897,89354654
2011-01-05,40.738,41.276,40.677,41.231,73311030
2011-01-06,41.356,41.384,41.097,41.198,86744691
2011-01-07,41.246,41.521,40.971,41.494,89738970
2011-01-10,41.831,42.374,41.624,42.274,129555487
2011-01-11,42.585,42.587,41.905,42.176,128047935
2011-01-12,42.396,42.519,42.216,42.518,87376461
2011-01-13,42.609,42.79,42.446,42.672,85783336
2011-01-14,42.713,43.018,42.52,43.018,88963058
2011-01-18,40.374,42.562,40.242,42.053,538655250
2011-01-19,43.032,43.035,41.585,41.832,327781943
2011-01-20,41.502,41.761,40.752,41.071,220960338
2011-01-21,41.231,41.342,40.322,40.333,217949833
2011-01-24,40.376,41.659,40.333,41.659,165791130
2011-01-25,41.504,42.153,41.303,42.147,157400083
2011-01-26,42.331,42.662,42.159,42.446,146463697
2011-01-27,42.453,42.553,42.322,42.371,82329462
2011-01-28,42.506,42.515,41.174,41.491,171005631
2011-01-31,41.469,41.974,41.27,41.888,109028403
2011-02-01,42.164,42.668,42.094,42.595,123072798
2011-02-02,42.522,42.618,42.409,42.504,74822152
2011-02-03,42.431,42.496,41.794,42.398,113752035
2011-02-04,42.418,42.799,42.406,42.774,92980893
2011-02-07,42.96,43.607,42.918,43.438,140080003
2011-02-08,43.643,43.887,43.471,43.848,109928862
2011-02-09,43.847,44.318,43.809,44.214,139455290
2011-02-10,44.171,44.442,42.96,43.767,268284926
2011-02-11,43.806,44.168,43.646,44.055,106214002
2011-02-14,44.049,44.38,44.037,44.34,89684879
2011-02-15,44.344,44.44,44.139,44.432,81870162
2011-02-16,44.528,45.045,44.503,44.825,137456838
2011-02-17,44.078,44.475,44.012,44.23,153145541
2011-02-18,44.23,44.381,43.148,43.276,235299251
2011-02-22,42.203,42.637,41.693,41.803,251823553
2011-02-23,41.807,42.546,41.803,42.296,194100600
2011-02-24,42.466,42.608,41.771,42.329,144431008
2011-02-25,42.629,43.013,42.567,42.979,109681457
2011-02-28,43.351,43.831,43.345,43.603,116313626
2011-03-01,43.858,43.912,42.922,43.123,131614866
2011-03-02,43.2,43.745,43.009,43.468,174064445
2011-03-03,44.125,44.416,43.935,44.388,144250217
2011-03-04,44.388,44.477,44.163,44.442,130960916
2011-03-07,44.64,44.647,43.37,43.87,157754376
2011-03-08,43.8,44.12,43.485,43.917,102948667
2011-03-09,43.787,43.795,43.281,43.512,131087599
2011-03-10,43.081,43.179,42.578,42.795,146711809
2011-03-11,42.593,43.493,42.592,43.454,136025953
2011-03-14,43.562,44.007,43.37,43.648,126131106
2011-03-15,42.198,42.944,41.982,42.641,208386225
2011-03-16,42.199,42.346,40.276,40.739,333606636
2011-03-17,41.593,41.923,40.82,41.311,190525369
2011-03-18,41.587,41.748,40.738,40.82,217778689
2011-03-21,41.495,41.94,41.386,41.885,119493076
2011-03-22,42.29,42.296,41.867,42.123,94311932
2011-03-23,41.879,41.997,41.473,41.871,107860303
2011-03-24,42.201,42.713,41.835,42.588,117017464
2011-03-25,42.962,43.461,42.838,43.398,129821343
2011-03-28,43.607,43.74,43.26,43.26,89323587
2011-03-29,42.901,43.327,42.722,43.327,101874226
2011-03-30,43.296,43.316,42.892,43.037,95080112
2011-03-31,42.765,43.182,42.722,43.022,79215420
2011-04-01,43.342,43.405,42.382,42.536,120935374
2011-04-04,42.536,42.54,41.773,42.122,132797583
2011-04-05,41.544,42.249,41.48,41.839,139627742
2011-04-06,42.15,42.453,41.619,41.732,116286427
2011-04-07,41.734,42.026,41.483,41.735,107935926
2011-04-08,41.968,41.989,41.224,41.362,109015286
2011-04-11,41.3,41.436,40.74,40.838,115353501
2011-04-12,40.823,41.198,40.762,41.035,122991704
2011-04-13,41.337,41.497,41.048,41.495,100093951
2011-04-14,41.312,41.48,40.991,41.037,87209615
2011-04-15,41.185,41.188,40.343,40.427,131156138
2011-04-18,40.252,41.012,39.524,40.966,177016681
2011-04-19,41.139,41.724,40.947,41.708,121049858
2011-04-20,42.433,42.681,42.159,42.269,195680150
2011-04-21,43.746,43.84,43.024,43.294,217859895
2011-04-25,43.27,43.67,43.244,43.579,76871297
2011-04-26,43.65,43.823,43.126,43.258,97637890
2011-04-27,43.489,43.497,42.849,43.226,102748498
2011-04-28,42.738,43.176,42.652,42.806,104330196
2011-04-29,42.84,43.694,42.795,43.224,290608426
2011-05-02,43.171,43.265,42.649,42.749,127753867
2011-05-03,42.952,43.193,42.663,42.983,90634093
2011-05-04,42.994,43.431,42.824,43.154,112993384
2011-05-05,43,43.326,42.72,42.806,97034133
2011-05-06,43.187,43.206,42.74,42.793,81002484
2011-05-09,42.947,43.109,42.777,42.912,59197291
2011-05-10,43.06,43.17,42.793,43.14,82466555
2011-05-11,43.102,43.206,42.616,42.865,96645562
2011-05-12,42.77,42.851,42.25,42.783,92523575
2011-05-13,42.686,42.745,42.016,42.035,94273356
2011-05-16,41.873,42.126,41.059,41.144,130003484
2011-05-17,40.984,41.497,40.828,41.497,130818747
2011-05-18,41.541,42.104,41.48,41.954,96644718
2011-05-19,42.222,42.269,41.81,42.039,75390938
2011-05-20,41.941,42.091,41.358,41.38,97761315
2011-05-23,40.744,41.477,40.668,41.283,110563745
2011-05-24,41.413,41.466,40.903,41.009,93096835
2011-05-25,41.144,41.796,41.091,41.573,84999541
2011-05-26,41.451,41.586,41.288,41.356,64370569
2011-05-27,41.33,41.68,41.272,41.653,58885814
2011-05-31,42.135,42.942,42.096,42.942,120538920
2011-06-01,43.097,43.469,42.547,42.651,160106629
2011-06-02,42.78,42.959,42.503,42.728,97989437
2011-06-03,42.365,42.629,42.218,42.398,90583565
2011-06-06,42.675,42.842,41.703,41.732,133392746
2011-06-07,41.743,41.749,40.971,40.989,153173489
2011-06-08,40.984,41.33,40.819,41.013,96460614
2011-06-09,41.142,41.19,40.83,40.922,79545035
2011-06-10,40.811,40.942,40.186,40.231,125510333
2011-06-13,40.392,40.526,40.129,40.32,95307194
2011-06-14,40.744,41.139,40.654,41.04,96631230
2011-06-15,40.664,40.774,40.106,40.336,114521568
2011-06-16,40.342,40.574,39.294,40.142,146783545
2011-06-17,40.625,40.646,39.426,39.535,177882337
2011-06-20,39.171,39.221,38.331,38.926,185045708
2011-06-21,39.075,40.217,38.911,40.159,142513065
2011-06-22,40.122,40.602,39.798,39.824,112793475
2011-06-23,39.372,40.945,39.272,40.89,161549112
2011-06-24,40.923,41.127,40.132,40.286,127187690
2011-06-27,40.445,41.217,40.399,40.989,98149096
2011-06-28,41.182,41.563,41.163,41.386,84922580
2011-06-29,41.501,41.524,40.969,41.235,101979982
2011-06-30,41.286,41.495,41.089,41.436,93376987
2011-07-01,41.471,42.404,41.257,42.377,127223842
2011-07-05,42.341,43.185,42.281,43.137,102622481
2011-07-06,43.082,43.712,42.8,43.422,128453697
2011-07-07,43.8,44.192,43.7,44.096,115365136
2011-07-08,43.643,44.442,43.477,44.406,141577938
2011-07-11,44.007,44.413,43.556,43.7,127971118
2011-07-12,43.641,44.157,43.037,43.67,130459845
2011-07-13,44.235,44.442,43.995,44.195,113018357
2011-07-14,44.553,44.641,43.99,44.165,124107965
2011-07-15,44.563,45.058,44.339,45.046,139764882
2011-07-18,45.113,46.252,45.094,46.145,165183991
2011-07-19,46.653,46.745,46.086,46.519,232244104
2011-07-20,48.892,48.918,47.652,47.764,271883912
2011-07-21,47.777,48.15,47.393,47.811,152157772
2011-07-22,47.939,48.769,47.867,48.55,148875039
2011-07-25,48.166,49.378,48.096,49.196,170325684
2011-07-26,49.378,49.937,49.338,49.797,137689347
2011-07-27,49.419,49.708,48.411,48.465,190246434
2011-07-28,48.345,49.009,47.913,48.369,171686101
2011-07-29,47.837,48.784,47.403,48.205,182704475
2011-08-01,49.131,49.317,48.441,48.978,176676615
2011-08-02,49.112,49.119,47.942,48.011,184697312
2011-08-03,48.279,48.58,47.188,48.462,211917081
2011-08-04,48.049,48.309,46.584,46.587,250666665
2011-08-05,46.897,47.342,44.758,46.124,348189640
2011-08-08,44.614,45.401,43.58,43.603,329905255
2011-08-09,44.662,46.246,43.825,46.172,312705701
2011-08-10,45.8,46.252,44.748,44.898,253950927
2011-08-11,45.741,46.349,45.022,46.132,214441954
2011-08-12,46.714,46.862,46.198,46.538,152909387
2011-08-15,46.867,47.525,46.674,47.331,133010557
2011-08-16,47.094,47.327,46.424,46.971,144214468
2011-08-17,47.203,47.468,46.663,46.965,127415842
2011-08-18,45.76,46.001,44.613,45.189,245963395
2011-08-19,44.655,45.304,43.945,43.949,224299752
2011-08-22,45.014,45.042,43.836,44.001,154642976
2011-08-23,44.478,46.127,44.071,46.122,189776269
2011-08-24,46.104,46.783,45.748,46.44,169343520
2011-08-25,45.059,46.349,45.058,46.135,251840566
2011-08-26,45.821,47.38,45.773,47.354,185351028
2011-08-29,47.919,48.329,47.897,48.138,117071972
2011-08-30,47.93,48.372,47.678,48.14,120709307
2011-08-31,48.266,48.403,47.139,47.507,151101295
2011-09-01,47.639,47.816,47.002,47.037,99271297
2011-09-02,46.287,46.663,45.903,46.175,126952258
2011-09-06,45.315,46.952,45.237,46.875,147130243
2011-09-07,47.577,47.598,47.156,47.397,101112383
2011-09-08,47.209,47.975,47.197,47.42,120163457
2011-09-09,47.419,47.652,46.294,46.6,163368621
2011-09-12,46.109,47.02,45.911,46.902,135113311
2011-09-13,47.175,47.678,46.941,47.48,127378663
2011-09-14,47.777,48.418,47.619,48.06,154549564
2011-09-15,48.339,48.596,48.13,48.509,120019908
2011-09-16,48.886,49.441,48.767,49.441,201299823
2011-09-19,48.998,51.012,48.789,50.814,237602040
2011-09-20,51.276,52.199,50.76,51.039,224002865
2011-09-21,51.813,52.043,50.861,50.878,174773368
2011-09-22,49.503,50.592,48.971,49.603,279855948
2011-09-23,49.41,50.21,49.361,49.91,157953742
2011-09-26,49.39,49.871,48.307,49.771,234981063
2011-09-27,50.486,50.521,49.137,49.286,182606268
2011-09-28,49.437,49.839,48.946,49.012,124196989
2011-09-29,49.624,49.651,47.678,48.216,188226147
2011-09-30,47.79,48.008,47.056,47.072,158406819
2011-10-03,46.955,47.24,46.067,46.245,193245797
2011-10-04,46.281,47.132,43.729,45.985,356581631
2011-10-05,45.413,46.886,44.478,46.695,227368317
2011-10-06,46.052,47.5,45.901,46.587,234791914
2011-10-07,46.388,46.633,45.487,45.651,154892992
2011-10-10,46.809,48.001,46.69,48.001,127542124
2011-10-11,48.463,49.773,48.329,49.415,174968714
2011-10-12,50.294,50.521,49.396,49.648,179799197
2011-10-13,50.002,50.421,49.733,50.421,122568932
2011-10-14,51.476,52.098,51.266,52.098,165409284
2011-10-17,52.024,52.676,51.346,51.849,198128843
2011-10-18,52.043,52.441,51.352,52.127,249890674
2011-10-19,49.56,50.419,49.108,49.212,319058155
2011-10-20,49.378,49.423,48.668,48.798,158853350
2011-10-21,49.17,49.272,48.237,48.499,179368341
2011-10-24,48.895,50.183,48.81,50.092,145193769
2011-10-25,50.005,50.189,49.056,49.104,124382108
2011-10-26,49.624,49.696,48.532,49.454,131799719
2011-10-27,50.346,50.491,49.611,49.96,142982533
2011-10-28,49.749,50.166,49.69,49.99,93258469
2011-10-31,49.639,50.529,49.509,49.971,111527051
2011-11-01,49.072,49.317,48.541,48.946,153714990
2011-11-02,49.398,49.433,48.778,49.06,94738017
2011-11-03,49.288,49.796,48.804,49.759,127697036
2011-11-04,49.671,49.801,49.274,49.409,87262067
2011-11-07,49.369,49.378,48.9,49.345,78013526
2011-11-08,49.651,50.365,49.571,50.149,115615191
2011-11-09,49.011,49.491,48.67,48.797,161314690
2011-11-10,49.024,49.037,47.176,47.556,215381508
2011-11-11,47.747,47.985,46.943,47.48,189003997
2011-11-14,47.415,47.559,46.688,46.82,125197730
2011-11-15,47.011,48.082,46.842,48.002,124553701
2011-11-16,48.076,48.287,47.444,47.499,100812710
2011-11-17,47.396,47.475,46.353,46.592,138784822
2011-11-18,46.776,46.909,46.279,46.287,107581369
2011-11-21,45.707,45.883,45.173,45.554,129473162
2011-11-22,45.834,46.654,45.791,46.48,118282251
2011-11-23,46.257,46.397,45.289,45.303,123849476
2011-11-25,45.456,45.819,44.851,44.883,73703186
2011-11-28,45.967,46.505,45.719,46.432,100150736
2011-11-29,46.368,46.768,45.703,46.072,108670105
2011-11-30,47.035,47.193,46.7,47.182,117315584
2011-12-01,47.213,48.023,47.005,47.888,110951813
2011-12-02,48.172,48.592,47.972,48.106,109616825
2011-12-05,48.573,48.933,48.193,48.514,103305204
2011-12-06,48.46,48.715,48.068,48.261,81985162
2011-12-07,48.106,48.26,47.748,48.032,88123128
2011-12-08,48.327,48.824,48.172,48.227,108762861
2011-12-09,48.48,48.645,48.273,48.59,85846621
2011-12-12,48.351,48.628,48.077,48.372,86530252
2011-12-13,48.497,48.81,47.787,48.001,97932293
2011-12-14,47.74,47.82,46.625,46.935,117455712
2011-12-15,47.321,47.373,46.702,46.781,74112795
2011-12-16,46.958,47.421,46.855,47.035,121845357
2011-12-19,47.216,47.51,46.971,47.184,67837817
2011-12-20,47.834,48.897,47.807,48.879,97407869
2011-12-21,48.948,49.048,48.394,48.937,75776676
2011-12-22,49.011,49.271,48.897,49.203,58387711
2011-12-23,49.34,49.821,49.317,49.787,77921580
2011-12-27,49.77,50.503,49.753,50.186,76650011
2011-12-28,50.23,50.399,49.546,49.708,66089793
2011-12-29,49.779,50.077,49.442,50.012,62232590
2011-12-30,49.809,50.154,49.808,49.997,52009819
2012-01-03,50.597,50.924,50.491,50.765,87420625
2012-01-04,50.624,51.192,50.525,51.038,75259805
2012-01-05,51.225,51.668,50.946,51.606,78396323
2012-01-06,51.82,52.187,51.754,52.144,92090880
2012-01-09,52.529,52.805,52.016,52.063,113935662
2012-01-10,52.577,52.586,52.033,52.248,74697144
2012-01-11,52.174,52.197,51.763,52.163,62233511
2012-01-12,52.13,52.203,51.693,52.019,61504662
2012-01-13,51.812,51.901,51.682,51.826,65400845
2012-01-17,52.366,52.584,52.212,52.426,70242437
2012-01-18,52.706,53.019,52.626,52.971,79994423
2012-01-19,53.104,53.251,52.651,52.805,75650240
2012-01-20,52.773,52.774,51.817,51.883,119626859
2012-01-23,52.172,52.892,52.133,52.763,88444261
2012-01-24,52.48,52.48,51.793,51.896,157227372
2012-01-25,56.098,56.1,54.778,55.14,277167966
2012-01-26,55.362,55.402,54.706,54.89,93736146
2012-01-27,54.839,55.367,54.783,55.214,86708697
2012-01-30,55.024,56.035,54.981,55.922,109619468
2012-01-31,56.262,56.568,55.93,56.353,113371764
2012-02-01,56.59,56.663,56.237,56.315,77982150
2012-02-02,56.28,56.438,56.044,56.184,54015008
2012-02-03,56.453,56.786,56.238,56.745,82948805
2012-02-06,56.586,57.4,56.563,57.276,72203629
2012-02-07,57.435,57.99,57.351,57.877,91386578
2012-02-08,58.08,58.857,57.984,58.844,117873565
2012-02-09,59.346,61.323,59.322,60.882,255507738
2012-02-10,60.615,61.429,60.312,60.912,182520485
2012-02-13,61.692,62.196,61.364,62.047,149550755
2012-02-14,62.282,62.906,61.973,62.892,133366994
2012-02-15,63.484,64.968,61.342,61.436,435330895
2012-02-16,60.675,62.33,60.074,61.997,273148574
2012-02-17,62.11,62.683,61.764,61.986,154884639
2012-02-21,62.597,63.556,62.233,63.556,174902274
2012-02-22,63.34,63.637,62.844,63.335,139708512
2012-02-23,63.586,63.926,62.897,63.746,164271297
2012-02-24,64.131,64.553,64.025,64.492,120099392
2012-02-27,64.331,65.242,63.731,64.907,158189512
2012-02-28,65.175,66.095,64.918,66.095,173435687
2012-02-29,66.823,67.604,66.13,66.963,275250635
2012-03-01,67.652,67.675,66.509,67.213,197551546
2012-03-02,67.212,67.5,66.974,67.303,124629696
2012-03-05,67.335,67.586,64.935,65.817,233825667
2012-03-06,64.682,65.882,63.724,65.458,234126527
2012-03-07,66.233,66.389,64.605,65.513,189454169
2012-03-08,66.04,67.03,65.69,66.906,149177985
2012-03-09,67.209,67.62,67.046,67.303,121077676
2012-03-12,67.772,68.145,67.525,68.145,117828319
2012-03-13,68.828,70.142,68.605,70.131,199866717
2012-03-14,71.354,73.419,71.033,72.781,410477595
2012-03-15,74.026,74.07,71.422,72.287,335498896
2012-03-16,72.179,72.737,71.352,72.288,238817995
2012-03-19,73.869,74.288,72.719,74.203,260732115
2012-03-20,73.999,74.923,71.847,74.806,236266450
2012-03-21,74.407,75.26,74.242,74.38,186324636
2012-03-22,73.796,74.624,73.517,73.987,180564579
2012-03-23,74.128,74.291,73.378,73.585,124536992
2012-03-26,74.042,74.951,73.484,74.929,172255185
2012-03-27,74.832,76.08,74.817,75.856,175441079
2012-03-28,76.337,76.718,75.341,76.245,189477286
2012-03-29,75.65,76.114,74.961,75.285,175665722
2012-03-30,75.153,75.373,73.816,74.013,211326554
2012-04-02,74.29,76.388,74.117,76.371,172917915
2012-04-03,77.439,78.044,76.849,77.689,241150349
2012-04-04,77.076,77.263,76.169,77.071,165594073
2012-04-05,77.399,78.347,76.957,78.179,146970639
2012-04-09,77.295,78.99,77.192,78.541,157730618
2012-04-10,79,79.501,77.277,77.579,257101910
2012-04-11,78.538,78.621,76.952,77.303,201405863
2012-04-12,77.155,77.938,76.599,76.88,177597430
2012-04-13,77.045,77.119,74.502,74.713,248622694
2012-04-16,75.309,75.337,71.381,71.615,303841046
2012-04-17,71.468,75.3,70.601,75.266,296591883
2012-04-18,75.76,76.57,74.404,75.099,275928703
2012-04-19,74.096,74.654,72.158,72.519,241309862
2012-04-20,73.004,73.405,70.417,70.733,298161244
2012-04-23,70.439,71.188,68.713,70.577,279509833
2012-04-24,69.454,70.081,68.514,69.165,309973522
2012-04-25,76,76.288,74.81,75.3,261841119
2012-04-26,75.832,75.882,74.334,75.019,154962258
2012-04-27,74.694,74.832,74.131,74.438,117670784
2012-04-30,73.798,73.875,71.971,72.089,146316260
2012-05-01,72.206,73.667,71.753,71.864,176696793
2012-05-02,71.628,72.515,71.459,72.339,124376540
2012-05-03,72.898,73.006,71.636,71.824,115700879
2012-05-04,71.24,71.395,69.768,69.777,153755532
2012-05-07,69.316,70.706,69.285,70.302,134048345
2012-05-08,70.312,70.553,68.975,70.142,145209177
2012-05-09,69.587,70.856,69.236,70.262,139025332
2012-05-10,70.931,71.092,70.175,70.428,98582442
2012-05-11,69.748,70.917,69.67,69.958,115294454
2012-05-14,69.449,70.058,68.835,68.912,103385594
2012-05-15,69.31,69.528,68.113,68.287,137713076
2012-05-16,68.397,68.747,66.793,67.412,163831278
2012-05-17,67.319,67.589,65.443,65.443,178404053
2012-05-18,65.917,67.084,64.461,65.474,211769996
2012-05-21,65.984,69.32,65.927,69.291,185086153
2012-05-22,70.31,70.844,68.215,68.757,200892434
2012-05-23,68.824,70.71,68.293,70.434,170091507
2012-05-24,71.091,71.168,69.285,69.785,124140599
2012-05-25,69.699,69.854,68.943,69.416,94904825
2012-05-29,70.477,70.859,69.784,70.646,110020017
2012-05-30,70.264,71.599,69.94,71.499,153090178
2012-05-31,71.691,71.787,70.547,71.32,142264974
2012-06-01,70.259,70.691,69.195,69.256,150649623
2012-06-04,69.316,70.058,67.709,69.661,161054195
2012-06-05,69.29,69.929,68.924,69.483,112232055
2012-06-06,70.091,70.84,69.809,70.547,106488626
2012-06-07,71.268,71.271,70.427,70.58,109841380
2012-06-08,70.567,71.672,70.241,71.639,100450184
2012-06-11,72.551,72.65,70.442,70.51,170963395
2012-06-12,70.917,71.182,69.957,71.125,125969985
2012-06-13,70.924,71.413,70.413,70.632,84969003
2012-06-14,70.52,70.799,70.026,70.557,100006235
2012-06-15,70.489,70.935,70.31,70.874,96880000
2012-06-18,70.483,72.572,70.411,72.313,127280464
2012-06-19,72.021,72.833,71.981,72.516,104485783
2012-06-20,72.612,72.744,71.698,72.309,103870676
2012-06-21,72.274,72.614,71.285,71.314,94420035
2012-06-22,71.482,71.869,71.035,71.86,82334342
2012-06-25,71.269,71.577,70.411,70.46,82727757
2012-06-26,70.532,70.92,70.036,70.617,80019529
2012-06-27,70.984,71.197,70.603,70.921,58715671
2012-06-28,70.573,70.859,69.824,70.246,81855598
2012-06-29,71.352,72.091,70.89,72.091,121822409
2012-07-02,72.186,73.263,72.046,73.147,115682013
2012-07-03,73.438,74.069,73.331,73.996,69928767
2012-07-05,74.139,75.84,74.027,75.293,140060881
2012-07-06,74.945,75.112,74.263,74.796,121206337
2012-07-09,74.722,75.782,74.577,75.781,109690570
2012-07-10,76.284,76.522,74.723,75.081,147856502
2012-07-11,74.824,75.014,73.724,74.616,135682923
2012-07-12,74.099,74.496,73.168,73.934,123738914
2012-07-13,74.432,74.957,74.069,74.681,90121626
2012-07-16,74.7,75.5,74.688,74.924,87169196
2012-07-17,75.403,75.488,74.456,74.926,84961897
2012-07-18,74.884,75.099,74.508,74.841,73003753
2012-07-19,75.461,75.963,74.81,75.839,126248889
2012-07-20,75.681,75.853,74.527,74.601,114928693
2012-07-23,73.378,74.799,72.55,74.544,141046130
2012-07-24,74.98,75.263,73.887,74.182,162571310
2012-07-25,70.917,71.698,70.366,70.981,253739964
2012-07-26,71.571,71.648,70.41,70.968,117650160
2012-07-27,70.984,72.32,70.566,72.239,116864931
2012-07-30,72.95,73.999,72.565,73.456,109638717
2012-07-31,74.467,75.51,74.404,75.4,133670348
2012-08-01,76.035,76.094,74.437,74.911,111187170
2012-08-02,74.417,75.39,74.1,75.029,96100634
2012-08-03,75.751,76.287,75.494,76.007,99697894
2012-08-06,76.205,77.14,75.952,76.855,87412456
2012-08-07,76.88,77.155,76.293,76.65,84027940
2012-08-08,76.462,77.015,76.182,76.521,70637675
2012-08-09,76.599,77.081,76.593,76.957,63864056
2012-08-10,76.708,77.085,76.707,77.078,56166184
2012-08-13,77.287,78.106,77.27,78.106,80220874
2012-08-14,78.338,79.176,78.132,78.315,97928679
2012-08-15,78.266,78.601,77.826,78.212,74142216
2012-08-16,78.256,78.945,78.168,78.894,73350755
2012-08-17,79.349,80.358,79.197,80.349,127483983
2012-08-20,80.584,82.465,80.573,82.465,176622774
2012-08-21,83.168,83.67,80.625,81.335,233672565
2012-08-22,81.134,82.941,80.349,82.925,162739884
2012-08-23,82.582,83.051,81.969,82.152,120964020
2012-08-24,81.766,83.001,81.274,82.224,124559322
2012-08-27,84.301,84.415,83.507,83.773,122900840
2012-08-28,83.683,83.822,83.149,83.659,76921744
2012-08-29,83.718,84.018,83.387,83.497,58346693
2012-08-30,83.147,83.258,82.179,82.305,87138374
2012-08-31,82.726,82.891,81.485,82.477,97422226
2012-09-04,82.538,83.703,82.384,83.682,105888632
2012-09-05,83.759,83.852,83.016,83.095,96819358
2012-09-06,83.459,84.092,83.165,83.841,112699233
2012-09-07,84.062,84.613,83.784,84.36,94898947
2012-09-10,84.361,84.713,82.085,82.166,140448537
2012-09-11,82.459,83.076,81.391,81.901,145087768
2012-09-12,82.676,83.051,81.328,83.038,205055233
2012-09-13,83.982,84.987,83.655,84.674,172256385
2012-09-14,85.542,86.411,85.285,85.704,172887885
2012-09-17,86.705,86.759,86.117,86.756,114659449
2012-09-18,86.77,87.072,86.34,87.023,107487827
2012-09-19,86.818,87.279,86.732,87.044,94093141
2012-09-20,86.682,86.793,85.994,86.622,96862651
2012-09-21,87.081,87.414,86.706,86.797,164524421
2012-09-24,85.155,86.182,84.676,85.646,184149310
2012-09-25,85.331,85.89,83.438,83.507,149371615
2012-09-26,82.908,83.399,81.973,82.469,166088081
2012-09-27,82.359,84.574,81.87,84.47,171023434
2012-09-28,84.149,84.443,82.664,82.708,154070586
2012-10-01,83.208,83.901,81.391,81.752,156495193
2012-10-02,82.049,82.611,80.665,81.987,180835527
2012-10-03,82.429,83.295,82.153,83.246,122141553
2012-10-04,83.22,83.591,82.512,82.67,106739170
2012-10-05,82.472,82.569,80.746,80.907,171022595
2012-10-08,80.201,80.285,78.864,79.119,183711627
2012-10-09,79.179,79.406,77.306,78.83,241471851
2012-10-10,79.316,79.962,78.974,79.461,146906782
2012-10-11,80.148,80.239,77.872,77.872,157225841
2012-10-12,78.051,78.773,77.524,78.071,132470002
2012-10-15,78.398,78.741,77.343,78.698,124501112
2012-10-16,78.772,80.622,78.232,80.56,158315633
2012-10-17,80.446,80.932,79.845,79.915,112084669
2012-10-18,79.294,79.603,78.106,78.436,137244350
2012-10-19,78.238,78.326,75.58,75.609,214282626
2012-10-22,75.928,78.773,75.72,78.606,157383667
2012-10-23,78.232,78.589,75.839,76.043,203578585
2012-10-24,77.044,77.68,75.707,76.473,160772271
2012-10-25,76.866,77.115,75.074,75.57,188607427
