Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2004-11-18,3.3516,3.4233,3.3506,3.4195,133285919
2004-11-19,3.4254,3.5122,3.3639,3.4061,221447717
2004-11-22,3.5813,3.9505,3.5737,3.7875,743774929
2004-11-23,3.8441,3.8552,3.7689,3.7825,263402417
2004-11-24,3.8071,4.0242,3.7985,3.9528,402447463
2004-11-26,4.033,4.059,3.9712,3.9835,159194159
2004-11-29,4.2592,4.2938,4.1602,4.2242,495760569
2004-11-30,4.2466,4.2466,4.1378,4.1378,297716446
2004-12-01,4.1378,4.1948,4.0897,4.1851,231722493
2004-12-02,4.0813,4.1296,3.9911,4.0242,285933178
2004-12-03,3.9849,4.012,3.8121,3.8689,358582833
2004-12-06,3.9652,4.0887,3.8861,4.0602,361100572
2004-12-07,4.0702,4.1195,3.8613,3.8824,306082366
2004-12-08,3.8935,3.9773,3.8292,3.9061,200175817
2004-12-09,3.8739,3.975,3.8317,3.9505,214651781
2004-12-10,4.0147,4.0762,3.9936,4.0217,224471963
2004-12-13,4.0577,4.0677,3.9874,4.0058,114311503
2004-12-14,4.032,4.0667,4.0133,4.0307,120359872
2004-12-15,4.033,4.0406,3.9911,4.0281,115301391
2004-12-16,4.0887,4.1665,4.0762,4.111,325828708
2004-12-17,4.1296,4.1378,4.0058,4.0108,236044967
2004-12-20,4.0491,4.0738,3.8121,3.8713,337952190
2004-12-21,3.9232,3.9365,3.8022,3.9303,308402549
2004-12-22,3.9616,3.9726,3.9132,3.9353,163720927
2004-12-23,3.9353,3.9652,3.9258,3.9519,71148736
2004-12-27,3.9976,4.0217,3.8813,3.8985,162001266
2004-12-28,3.9084,3.9652,3.8292,3.9616,177040635
2004-12-29,3.9444,4.0108,3.9245,3.9773,130074345
2004-12-30,3.9976,4.0147,3.964,3.9997,99908693
2004-12-31,4.0058,4.012,3.9528,3.975,80614370
2005-01-03,4.0032,4.0185,3.8638,3.9061,200503084
2005-01-04,3.9353,4.0406,3.8861,3.9466,317606939
2005-01-05,3.9466,4.0268,3.9466,3.9812,196898122
2005-01-06,3.9997,4.0058,3.9084,3.9835,204119933
2005-01-07,4.0147,4.2971,3.9976,4.2738,646670596
2005-01-10,4.3145,4.3641,4.1899,4.2567,499743292
2005-01-11,4.2122,4.2687,3.9589,3.9849,756408729
2005-01-12,4.0406,4.0677,3.9072,4.0406,567628990
2005-01-13,4.5602,4.5936,4.3045,4.3082,916578426
2005-01-14,4.3357,4.427,4.27,4.3331,512363068
2005-01-18,4.3182,4.3641,4.2713,4.3614,291435662
2005-01-19,4.3577,4.4108,4.3057,4.3133,217746952
2005-01-20,4.2996,4.3985,4.2874,4.3492,264736062
2005-01-21,4.3985,4.4192,4.3206,4.3503,263831332
2005-01-24,4.3899,4.4305,4.354,4.3676,244080194
2005-01-25,4.4071,4.496,4.3789,4.4466,280657523
2005-01-26,4.486,4.4913,4.3959,4.4592,215328149
2005-01-27,4.454,4.5009,4.4158,4.4835,143607742
2005-01-28,4.4811,4.5665,4.4713,4.5665,231988387
2005-01-31,4.617,4.8082,4.5997,4.7466,487204844
2005-02-01,4.7553,4.8,4.7267,4.7862,196383955
2005-02-02,4.8142,4.9317,4.7949,4.9143,296332567
2005-02-03,4.8909,4.9036,4.7726,4.8033,211954721
2005-02-04,4.8142,4.8724,4.7862,4.8666,163043264
2005-02-07,4.8764,4.8971,4.7834,4.8724,151892816
2005-02-08,4.8873,5.023,4.864,4.9937,257534121
2005-02-09,5.0121,5.0603,4.8207,4.8602,345298868
2005-02-10,4.8613,4.8933,4.7317,4.8367,316235137
2005-02-11,4.9353,5.0466,4.8724,5.0121,347622286
2005-02-14,5.1072,5.2346,5.064,5.2228,367951054
2005-02-15,5.3551,5.4982,5.308,5.4566,672002752
2005-02-16,5.4405,5.5672,5.3911,5.5627,474151599
2005-02-17,5.596,5.6093,5.3983,5.4204,439259358
2005-02-18,5.4194,5.423,5.3231,5.3587,336535055
2005-02-22,5.3354,5.4503,5.265,5.265,352746643
2005-02-23,5.3538,5.4603,5.2799,5.4463,389022036
2005-02-24,5.4463,5.5131,5.4159,5.4899,441273474
2005-02-25,5.5343,5.549,5.4426,5.4922,264887669
2005-02-28,5.5131,5.5725,5.4267,5.538,188868548
2005-03-01,5.5672,5.5687,5.4516,5.4934,135799141
2005-03-02,5.4613,5.5415,5.4416,5.4463,132544192
2005-03-03,5.4812,5.4822,5.0885,5.159,408398658
2005-03-04,5.159,5.3092,5.159,5.2848,218772646
2005-03-07,5.2848,5.3395,5.2282,5.2774,130385321
2005-03-08,5.17,5.2044,4.9503,5.0034,295476702
2005-03-09,4.8873,4.9727,4.7936,4.8574,382432243
2005-03-10,4.8873,4.9703,4.8269,4.9169,224747959
2005-03-11,4.9555,5.0108,4.9131,4.9715,181916778
2005-03-14,5.0021,5.0352,4.8789,4.9775,175120687
2005-03-15,5.0183,5.0785,4.9689,5.0563,147893121
2005-03-16,5.0873,5.2228,5.034,5.0835,201964468
2005-03-17,5.1293,5.2936,5.1008,5.2156,232230177
2005-03-18,5.3429,5.3627,5.2466,5.3035,277631906
2005-03-21,5.3479,5.4281,5.2911,5.3948,156549412
2005-03-22,5.3983,5.4267,5.2689,5.2873,159572635
2005-03-23,5.2466,5.3575,5.1872,5.2529,176582575
2005-03-24,5.3057,5.308,5.2466,5.2466,102118117
2005-03-28,5.2774,5.3035,5.2426,5.2505,79202467
2005-03-29,5.2505,5.2873,5.1232,5.1538,133454520
2005-03-30,5.1837,5.2835,5.1627,5.2835,113987659
2005-03-31,5.2403,5.2493,5.1343,5.144,184078227
2005-04-01,5.1959,5.2071,5.0083,5.0479,185302322
2005-04-04,5.0352,5.0995,4.9576,5.0726,167802495
2005-04-05,5.0847,5.2144,5.0726,5.1714,161518877
2005-04-06,5.2346,5.2848,5.2033,5.2256,120205484
2005-04-07,5.2256,5.4008,5.2156,5.3772,146889626
2005-04-08,5.3848,5.4872,5.3751,5.3996,188060849
2005-04-11,5.4613,5.4625,5.1738,5.1751,237844382
2005-04-12,5.248,5.3314,5.1861,5.2663,284326969
2005-04-13,5.3057,5.3067,4.986,5.0664,407683200
2005-04-14,4.7897,4.9353,4.5479,4.5997,797787569
2005-04-15,4.5196,4.5985,4.3554,4.3641,500467783
2005-04-18,4.3294,4.4811,4.1968,4.3971,384003229
2005-04-19,4.5136,4.6222,4.4282,4.5785,314452692
2005-04-20,4.6489,4.6591,4.3749,4.3837,276410961
2005-04-21,4.4913,4.5936,4.4318,4.5901,220935712
2005-04-22,4.543,4.5677,4.3082,4.3825,242889362
2005-04-25,4.5043,4.5703,4.4578,4.5653,216234281
2005-04-26,4.5369,4.6305,4.4592,4.4676,235139346
2005-04-27,4.4192,4.4887,4.3837,4.438,177772637
2005-04-28,4.4789,4.486,4.3503,4.3874,166645213
2005-04-29,4.4503,4.4725,4.3477,4.4512,194403169
2005-05-02,4.4748,4.524,4.4466,4.4973,134811319
2005-05-03,4.4937,4.5357,4.4478,4.4699,143759961
2005-05-04,4.4748,4.5922,4.4565,4.5861,130935160
2005-05-05,4.5922,4.6008,4.502,4.5278,112081795
2005-05-06,4.5653,4.6084,4.5419,4.5973,94447316
2005-05-09,4.5997,4.6235,4.5369,4.5639,102897068
2005-05-10,4.5265,4.5985,4.4848,4.496,129140941
2005-05-11,4.3516,4.4036,4.0873,4.3959,593457959
2005-05-12,4.3723,4.3933,4.1968,4.2135,280862473
2005-05-13,4.2281,4.3492,4.2059,4.2925,204040533
2005-05-16,4.2799,4.4085,4.2625,4.3886,137234701
2005-05-17,4.3368,4.3776,4.2637,4.3651,170563722
2005-05-18,4.3825,4.6365,4.3194,4.4245,184209230
2005-05-19,4.4192,4.6514,4.4168,4.6353,229893957
2005-05-20,4.6097,4.6479,4.5911,4.6353,131054096
2005-05-23,4.6896,4.9257,4.6726,4.9084,302062771
2005-05-24,4.8698,4.9368,4.8181,4.9011,171887820
2005-05-25,4.8909,4.9317,4.8539,4.9108,120147242
2005-05-26,4.9378,5.0538,4.7897,5.0293,152042252
2005-05-27,5.0352,5.0352,4.9391,5.0071,91447822
2005-05-31,5.0244,5.0293,4.8863,4.9084,116938450
2005-06-01,4.9257,5.0319,4.9209,4.9752,131399805
2005-06-02,4.9516,4.9775,4.8886,4.9428,108249193
2005-06-03,4.7108,4.7625,4.6627,4.7209,276991727
2005-06-06,4.7415,4.7687,4.6365,4.6812,234991008
2005-06-07,4.6578,4.6578,4.4995,4.511,216001919
2005-06-08,4.5216,4.5985,4.5147,4.5575,119536116
2005-06-09,4.5677,4.6836,4.5456,4.6479,112984139
2005-06-10,4.617,4.617,4.3848,4.4205,196464930
2005-06-13,4.4332,4.5196,4.4219,4.4318,126110177
2005-06-14,4.4478,4.4627,4.4132,4.4442,101193949
2005-06-15,4.5405,4.6044,4.4811,4.5837,162990147
2005-06-16,4.5911,4.7011,4.5456,4.6884,160286326
2005-06-17,4.7503,4.7577,4.67,4.7293,172697245
2005-06-20,4.6788,4.7022,4.6235,4.6429,94076267
2005-06-21,4.6343,4.7143,4.6145,4.6739,107317026
2005-06-22,4.7329,4.7652,4.7082,4.7589,124209344
2005-06-23,4.7949,4.9108,4.7715,4.8009,195188983
2005-06-24,4.8256,4.8294,4.6514,4.6614,120195988
2005-06-27,4.5514,4.7033,4.5278,4.58,173930390
2005-06-28,4.6281,4.6404,4.5886,4.6059,101623548
2005-06-29,4.5985,4.6032,4.4592,4.4899,131406966
2005-06-30,4.5196,4.5873,4.4822,4.5442,120907376
2005-07-01,4.5467,4.5639,4.4798,4.5058,72556238
2005-07-05,4.5183,4.7094,4.5058,4.6884,131421831
2005-07-06,4.665,4.7108,4.5922,4.6158,115506511
2005-07-07,4.543,4.6614,4.543,4.6454,111168600
2005-07-08,4.6739,4.7256,4.6257,4.722,84153014
2005-07-11,4.7369,4.7715,4.664,4.7033,112977640
2005-07-12,4.7195,4.7403,4.6799,4.7209,112197315
2005-07-13,4.7209,4.7528,4.6788,4.7342,222158666
2005-07-14,5.0392,5.1861,4.9662,5.0304,606431217
2005-07-15,5.043,5.1317,4.995,5.1293,199001547
2005-07-18,5.1232,5.1973,5.1072,5.1219,169963241
2005-07-19,5.1418,5.3369,5.0702,5.3314,194245921
2005-07-20,5.2924,5.407,5.265,5.3861,131392003
2005-07-21,5.4008,5.4366,5.2962,5.344,117308652
2005-07-22,5.3627,5.4318,5.3562,5.4318,87302852
2005-07-25,5.4343,5.4663,5.3983,5.408,85338380
2005-07-26,5.4318,5.4451,5.3527,5.3861,77721583
2005-07-27,5.4008,5.4405,5.2676,5.4305,82107606
2005-07-28,5.4294,5.4318,5.3452,5.407,73500609
2005-07-29,5.3821,5.4788,5.2168,5.265,163095268
2005-08-01,5.2586,5.3184,5.1946,5.2774,91367298
2005-08-02,5.2949,5.3701,5.26,5.3314,86017798
2005-08-03,5.3314,5.3467,5.2799,5.3354,75677547
2005-08-04,5.3057,5.308,5.2203,5.2725,79031513
2005-08-05,5.2493,5.3527,5.1872,5.3067,70138002
2005-08-08,5.308,5.3395,5.26,5.265,51155089
2005-08-09,5.3067,5.4182,5.2969,5.4092,112095771
2005-08-10,5.4318,5.48,5.3467,5.3551,105168181
2005-08-11,5.3562,5.4463,5.3395,5.4318,78843480
2005-08-12,5.3653,5.706,5.3527,5.6909,269852108
2005-08-15,5.7474,5.9664,5.7345,5.8858,314346415
2005-08-16,5.8526,5.8637,5.7046,5.7093,155775599
2005-08-17,5.7378,5.8562,5.7245,5.8206,146746627
2005-08-18,5.8022,5.8022,5.6479,5.7156,128034648
2005-08-19,5.7093,5.7651,5.6502,5.6577,110484884
2005-08-22,5.6995,5.7711,5.5873,5.6626,112215763
2005-08-23,5.6736,5.6909,5.5945,5.6466,85530153
2005-08-24,5.6304,5.8169,5.628,5.6502,165460894
2005-08-25,5.6933,5.7391,5.655,5.6859,79922239
2005-08-26,5.7046,5.7207,5.5997,5.6466,75523168
2005-08-29,5.5945,5.6823,5.5873,5.6588,74005611
2005-08-30,5.6774,5.7761,5.6688,5.7489,150056513
2005-08-31,5.7811,5.8057,5.7121,5.7886,116575666
2005-09-01,5.8022,5.8232,5.6898,5.7108,103065546
2005-09-02,5.7306,5.7773,5.6933,5.706,64324874
2005-09-06,5.7637,6.0341,5.7463,6.024,236738418
2005-09-07,6.0578,6.0986,5.9155,6.0096,278436777
2005-09-08,6.096,6.1869,6.0664,6.145,203249940
2005-09-09,6.1727,6.3393,6.1465,6.3342,178112203
2005-09-12,6.3204,6.3734,6.2437,6.3453,130922001
2005-09-13,6.3083,6.3317,6.2117,6.2737,142581241
2005-09-14,6.3182,6.3195,6.1059,6.1247,137249334
2005-09-15,6.1727,6.1947,6.0897,6.1564,117107848
2005-09-16,6.1996,6.3219,6.166,6.3219,170929615
2005-09-19,6.3019,6.5294,6.3019,6.4982,226653357
2005-09-20,6.5429,6.6428,6.5328,6.5663,237312962
2005-09-21,6.5429,6.5487,6.4022,6.4331,125545892
2005-09-22,6.4131,6.4771,6.3355,6.4067,134154836
2005-09-23,6.4318,6.6044,6.3995,6.5674,161547236
2005-09-26,6.6884,6.7354,6.5822,6.6465,158114287
2005-09-27,6.6658,6.6957,6.5959,6.5971,98843362
2005-09-28,6.5513,6.5564,6.2452,6.3056,325588904
2005-09-29,6.3204,6.4922,6.2724,6.4616,184243220
2005-09-30,6.4639,6.6231,6.4045,6.6181,153562562
2005-10-03,6.6861,6.7327,6.6267,6.7203,146806339
2005-10-04,6.7863,6.833,6.6218,6.6353,156050039
2005-10-05,6.7068,6.7107,6.5121,6.5157,176668455
2005-10-06,6.5808,6.6034,6.2797,6.3824,219098591
2005-10-07,6.3872,6.4105,6.24,6.3329,196107088
2005-10-10,6.4067,6.4079,6.2073,6.2179,146793913
2005-10-11,6.3291,6.4032,6.2217,6.3685,351214894
2005-10-12,6.0047,6.2095,5.909,6.0798,779917239
2005-10-13,6.1141,6.6601,6.0824,6.6341,539384824
2005-10-14,6.6341,6.7097,6.5168,6.6658,299569577
2005-10-17,6.6658,6.6944,6.5032,6.5971,178435830
2005-10-18,6.5737,6.6601,6.4438,6.4451,176310553
2005-10-19,6.428,6.785,6.3219,6.7824,291735123
2005-10-20,6.7476,6.9748,6.7097,6.9305,392631992
2005-10-21,7.0341,7.0341,6.8342,6.871,229801197
2005-10-24,6.8575,7.0109,6.8008,7.0109,176952772
2005-10-25,6.9624,7.0181,6.8749,6.9258,134883070
2005-10-26,6.9479,7.1056,6.9034,7.0403,183041723
2005-10-27,7.0353,7.0378,6.8403,6.8403,119210221
2005-10-28,6.9192,6.9663,6.6873,6.7243,222752952
2005-10-31,6.8192,7.1577,6.7589,7.1095,272916194
2005-11-01,7.0684,7.1776,7.0206,7.0984,217312464
2005-11-02,7.1279,7.4069,7.1104,7.4007,249584039
2005-11-03,7.4747,7.6932,7.4156,7.6353,255753784
2005-11-04,7.4552,7.56,7.3602,7.5488,254031203
2005-11-07,7.5119,7.6132,7.4242,7.4354,184455429
2005-11-08,7.4007,7.454,7.2957,7.3945,136972684
2005-11-09,7.4252,7.5562,7.4069,7.4203,154003395
2005-11-10,7.4897,7.5551,7.2847,7.5524,193206568
2005-11-11,7.5921,7.6673,7.5721,7.5968,122975892
2005-11-14,7.5968,7.6513,7.5194,7.5859,106982239
2005-11-15,7.6044,7.7874,7.5871,7.6884,156392913
2005-11-16,7.8081,8.0316,7.7886,8.018,226379261
2005-11-17,8.0983,8.1327,7.9317,7.9649,195587284
2005-11-18,8.0622,8.0769,7.9465,7.9698,151811835
2005-11-21,8.0022,8.0478,7.8662,8.0194,147912913
2005-11-22,8.0229,8.2415,7.9649,8.2117,156293675
2005-11-23,8.261,8.392,8.2326,8.2847,140531756
2005-11-25,8.3329,8.5844,8.3329,8.56,114279122
2005-11-28,8.7325,8.7726,8.5266,8.5997,294486397
2005-11-29,8.6407,8.6781,8.3144,8.4067,257737178
2005-11-30,8.4479,8.4995,8.3354,8.3724,171834909
2005-12-01,8.5043,8.8556,8.4942,8.8401,234897599
2005-12-02,8.9018,8.979,8.7278,8.9653,259058944
2005-12-05,8.884,8.9532,8.8259,8.8665,167070424
2005-12-06,9.1325,9.2365,9.0548,9.1432,247262494
2005-12-07,9.1635,9.1904,9.0261,9.1306,195738292
2005-12-08,9.0346,9.1568,8.9616,9.1471,227672576
2005-12-09,9.1635,9.2069,9.0548,9.1733,160656587
2005-12-12,9.2538,9.3041,9.2029,9.2469,151871192
2005-12-13,9.245,9.3176,9.1606,9.2548,142765792
2005-12-14,8.9625,9.048,8.6754,8.8897,419161934
2005-12-15,8.9714,8.9951,8.8077,8.9113,162238098
2005-12-16,8.9055,8.9251,8.7717,8.7783,192844658
2005-12-19,8.769,8.9616,8.769,8.8124,152968053
2005-12-20,8.8371,8.9354,8.7792,8.9018,138538676
2005-12-21,8.957,9.0869,8.9542,9.074,136655646
2005-12-22,9.1261,9.1944,9.086,9.1402,107214265
2005-12-23,9.1549,9.1673,9.048,9.0548,66453829
2005-12-27,9.1422,9.2815,9.1306,9.1635,170753358
2005-12-28,9.1762,9.2271,9.0508,9.0832,115065156
2005-12-29,9.115,9.115,8.8168,8.8204,141762837
2005-12-30,8.7542,8.941,8.6835,8.8748,180586879
2006-01-03,8.9382,9.2261,8.9192,9.2261,232613584
2006-01-04,9.2815,9.3789,9.1961,9.2538,179114740
2006-01-05,9.245,9.245,9.1056,9.1799,129581063
2006-01-06,9.2903,9.4682,9.2009,9.4166,203758021
2006-01-09,9.4802,9.529,9.3507,9.3878,195247328
2006-01-10,9.4116,10.108,9.3617,9.982,659442452
2006-01-11,10.35,10.467,10.196,10.357,431757812
2006-01-12,10.487,10.667,10.322,10.406,370202451
2006-01-13,10.496,10.619,10.442,10.564,224393861
2006-01-17,10.569,10.664,10.353,10.456,241356033
2006-01-18,10.258,10.376,10.103,10.185,345147721
2006-01-19,10.049,10.083,9.72,9.758,490533255
2006-01-20,9.787,9.879,9.3617,9.3908,329009692
2006-01-23,9.3997,9.822,9.3799,9.589,306563539
2006-01-24,9.725,9.802,9.3547,9.3868,329957778
2006-01-25,9.56,9.568,9.0413,9.1597,369022078
2006-01-26,9.2172,9.3137,8.8803,8.9289,341279508
2006-01-27,8.9979,9.086,8.7763,8.8914,275862874
2006-01-30,8.7992,9.4549,8.7479,9.2578,402794561
2006-01-31,9.3226,9.4224,9.1056,9.3236,263919035
2006-02-01,9.2578,9.4369,9.2133,9.3128,150769966
2006-02-02,9.3001,9.3051,8.8944,8.9011,204468205
2006-02-03,8.9222,8.9856,8.769,8.8682,200225301
2006-02-06,8.9084,8.9505,8.239,8.3081,477842295
2006-02-07,8.4364,8.5772,8.2315,8.3451,401370564
2006-02-08,8.4515,8.528,8.1476,8.4942,275706987
2006-02-09,8.5438,8.5462,7.966,8.018,332496633
2006-02-10,8.04,8.3536,7.7648,8.3094,508866830
2006-02-13,8.2117,8.2403,7.9797,7.9884,255510737
2006-02-14,8.0375,8.4067,8.0242,8.3502,335819217
2006-02-15,8.3094,8.5944,8.2403,8.545,331731618
2006-02-16,8.6407,8.7654,8.5772,8.7114,274263149
2006-02-17,8.6799,8.7502,8.5936,8.6771,166613715
2006-02-21,8.7188,8.7389,8.4785,8.528,225465500
2006-02-22,8.524,8.848,8.3946,8.804,282982214
2006-02-23,8.8612,9.0122,8.8178,8.8584,247826273
2006-02-24,8.8953,8.9979,8.7894,8.8223,154693179
2006-02-27,8.8906,8.9037,8.7214,8.7626,228847427
2006-02-28,8.8401,8.9373,8.4067,8.4549,366182374
2006-03-01,8.518,8.5784,8.3972,8.5305,220727463
2006-03-02,8.5204,8.6407,8.477,8.5936,180860504
2006-03-03,8.5586,8.6302,8.3365,8.3597,213271193
2006-03-06,8.3451,8.3597,8.0165,8.0833,263965731
2006-03-07,8.1182,8.2586,8.0338,8.1858,252333917
2006-03-08,8.1921,8.296,8.0672,8.1055,188682454
2006-03-09,8.1587,8.2056,7.8772,7.8923,231141037
2006-03-10,7.9106,7.9615,7.7094,7.8004,301730688
2006-03-13,8.0375,8.1819,7.9981,8.1081,249111487
2006-03-14,8.1215,8.3107,8.0858,8.3107,185716747
2006-03-15,8.3724,8.3997,8.0883,8.1761,258050000
2006-03-16,8.2575,8.2586,7.9377,7.9389,216708177
2006-03-17,7.9917,8.0907,7.9145,7.9824,234888709
2006-03-20,8.0502,8.081,7.8844,7.8995,175104613
2006-03-21,7.9377,7.9428,7.5782,7.6302,388629127
2006-03-22,7.6861,7.8081,7.5639,7.6132,389338284
2006-03-23,7.6156,7.6416,7.359,7.4265,412689737
2006-03-24,7.4403,7.5229,7.2872,7.402,310099845
2006-03-27,7.4354,7.5771,7.3331,7.3464,319954465
2006-03-28,7.3684,7.4242,7.1909,7.2478,395754924
2006-03-29,7.2995,7.7179,7.1193,7.6947,676893035
2006-03-30,7.7587,7.8144,7.5957,7.7465,401665146
2006-03-31,7.8069,7.8524,7.6835,7.7427,234593199
2006-04-03,7.8586,7.9158,7.7291,7.7339,235997284
2006-04-04,7.6673,7.6811,7.5364,7.5511,269597421
2006-04-05,7.9884,8.2971,7.919,8.2971,645800404
2006-04-06,8.4313,8.8944,8.4192,8.7948,769413429
2006-04-07,8.7522,8.7903,8.4523,8.6152,447019926
2006-04-10,8.6717,8.7552,8.4503,8.477,261348155
2006-04-11,8.5213,8.555,8.2797,8.3933,271709040
2006-04-12,8.4115,8.4155,8.1846,8.2354,213970339
2006-04-13,8.1846,8.3254,8.1242,8.2043,212532179
2006-04-17,8.2106,8.2512,7.944,8.0007,208727202
2006-04-18,8.0242,8.2056,7.9981,8.1749,229680410
2006-04-19,8.2488,8.2712,8.0822,8.1044,310932180
2006-04-20,8.5796,8.6416,8.1724,8.349,482141280
2006-04-21,8.4523,8.4734,8.2056,8.276,228232162
2006-04-24,8.261,8.261,8.0858,8.1169,204504944
2006-04-25,8.1439,8.2204,8.0932,8.1686,152905766
2006-04-26,8.2217,8.4288,8.1969,8.413,205634580
2006-04-27,8.3623,8.6239,8.3144,8.5626,244712572
2006-04-28,8.5488,8.802,8.5426,8.6889,219574593
2006-05-01,8.737,8.8315,8.5376,8.5916,217022019
2006-05-02,8.6605,8.886,8.6552,8.8421,223060158
2006-05-03,8.8813,8.8813,8.6643,8.7819,198682669
2006-05-04,8.7708,8.9979,8.6981,8.7801,248908795
2006-05-05,8.8766,8.9192,8.7827,8.8748,162844600
2006-05-08,8.9989,9.1121,8.8548,8.8748,172050084
2006-05-09,8.8641,8.957,8.7179,8.7682,153764563
2006-05-10,8.802,8.8059,8.5936,8.7152,133046618
2006-05-11,8.7252,8.7443,8.3389,8.413,234424247
2006-05-12,8.413,8.4798,8.2535,8.3573,185665720
2006-05-15,8.286,8.4416,8.286,8.3684,153021414
2006-05-16,8.4256,8.4256,7.993,8.0217,270975203
2006-05-17,7.9995,8.1107,7.9094,8.0563,215531251
2006-05-18,8.0983,8.1797,7.792,7.7993,190418652
2006-05-19,7.7993,8.0095,7.7549,7.9637,285199549
2006-05-22,7.876,7.8995,7.7488,7.8243,207820685
2006-05-23,8.007,8.0478,7.7773,7.7959,200891517
2006-05-24,7.7712,7.8573,7.5994,7.8192,265003438
2006-05-25,7.933,7.956,7.813,7.9414,134053446
2006-05-26,7.9377,7.9698,7.7944,7.8441,125244403
2006-05-30,7.7944,7.8144,7.5562,7.5575,162867581
2006-05-31,7.6242,7.6276,7.2452,7.3786,370486358
2006-06-01,7.3885,7.6884,7.3475,7.6749,272659408
2006-06-02,7.7736,7.7898,7.5158,7.6119,198369571
2006-06-05,7.5488,7.5488,7.4032,7.4069,175214845
2006-06-06,7.4368,7.4847,7.2726,7.3721,210046526
2006-06-07,7.4131,7.4564,7.2033,7.229,216753734
2006-06-08,7.2046,7.5216,7.0553,7.5008,404137368
2006-06-09,7.5536,7.5994,7.2957,7.3131,224441737
2006-06-12,7.3378,7.3735,7.0315,7.0366,207607558
2006-06-13,7.1117,7.2957,7.081,7.2007,312380668
2006-06-14,7.2007,7.2562,6.998,7.1117,253976628
2006-06-15,7.0921,7.3746,7.0058,7.3303,344350199
2006-06-16,7.2823,7.307,7.0997,7.1056,242435928
2006-06-19,7.1352,7.1822,7.0366,7.0613,203762284
2006-06-20,7.1117,7.2033,7.0723,7.0945,194437577
2006-06-21,7.1305,7.2478,7.0736,7.1427,249700005
2006-06-22,7.1686,7.376,7.1686,7.3551,279485623
2006-06-23,7.3721,7.4279,7.2502,7.2624,190928668
2006-06-26,7.303,7.3081,7.2058,7.2823,134901678
2006-06-27,7.2983,7.3107,7.0859,7.0896,158712761
2006-06-28,7.0736,7.0736,6.8403,6.9154,246054897
2006-06-29,7.0109,7.2947,6.9611,7.2795,252165567
2006-06-30,7.107,7.1293,6.9748,7.0696,213379494
2006-07-03,7.0787,7.1822,7.0787,7.1539,56348782
2006-07-05,7.0489,7.1104,6.9823,7.0366,149900204
2006-07-06,7.0613,7.0859,6.8649,6.8847,183168797
2006-07-07,6.8599,6.9809,6.7489,6.8391,231159317
2006-07-10,6.8798,6.9735,6.7282,6.7898,153097523
2006-07-11,6.8008,6.9117,6.7318,6.8698,238664183
2006-07-12,6.8118,6.8192,6.5317,6.5379,268056909
2006-07-13,6.4253,6.6814,6.3467,6.4501,361549476
2006-07-14,6.4797,6.5294,6.192,6.2551,287195873
2006-07-17,6.376,6.5564,6.376,6.465,296402358
2006-07-18,6.5663,6.6476,6.4009,6.5303,289641040
2006-07-19,6.5366,6.7996,6.4639,6.6788,401939561
2006-07-20,7.5254,7.6034,7.3721,7.4685,570549032
2006-07-21,7.3721,7.5488,7.3623,7.4958,258029099
2006-07-24,7.5562,7.6661,7.4601,7.5822,209089636
2006-07-25,7.6288,7.6648,7.5031,7.6439,170408927
2006-07-26,7.6588,7.9797,7.6144,7.8844,259909852
2006-07-27,7.9624,8.0267,7.7599,7.8265,212650967
2006-07-28,7.8934,8.1081,7.839,8.097,200043521
2006-07-31,8.25,8.4721,8.1819,8.3894,258302038
2006-08-01,8.2984,8.3857,8.1402,8.2931,205501110
2006-08-02,8.3476,8.4785,8.3341,8.4143,159306805
2006-08-03,8.3776,8.6416,8.3697,8.5906,243301028
2006-08-04,8.2736,8.4697,8.0194,8.4313,536026199
2006-08-07,8.3635,8.5916,8.1858,8.2971,360298560
2006-08-08,8.2834,8.2847,7.9637,7.9968,288626546
2006-08-09,8.0672,8.0983,7.8265,7.85,276439233
2006-08-10,7.7959,8.0007,7.7402,7.9094,201843019
2006-08-11,7.8069,7.917,7.7255,7.8573,224912047
2006-08-14,7.8923,8.0514,7.851,7.8934,207577259
2006-08-15,8.0529,8.2094,7.9995,8.2031,249185948
2006-08-16,8.2773,8.4031,8.1882,8.392,226020646
2006-08-17,8.3946,8.4758,8.2931,8.3439,166739336
2006-08-18,8.3586,8.4439,8.3029,8.3831,155157265
2006-08-21,8.3094,8.3094,8.1659,8.2167,152198483
2006-08-22,8.2243,8.4339,8.2094,8.3476,166879412
2006-08-23,8.401,8.4747,8.2636,8.3094,154567251
2006-08-24,8.3882,8.4179,8.1809,8.371,189488793
2006-08-25,8.3107,8.524,8.3094,8.487,157354671
2006-08-28,8.449,8.4697,8.2315,8.2687,213547039
2006-08-29,8.2687,8.3029,8.0388,8.2068,274065585
2006-08-30,8.3019,8.3724,8.2315,8.2662,196791290
2006-08-31,8.2945,8.4313,8.229,8.3762,166242892
2006-09-01,8.4523,8.4747,8.3724,8.4416,118178801
2006-09-05,8.4955,8.8269,8.4624,8.8241,292827334
2006-09-06,8.7753,8.8508,8.6042,8.6453,281793774
2006-09-07,8.7205,9.0711,8.6726,8.9866,366813336
2006-09-08,9.0517,9.0832,8.8775,8.9515,259180103
2006-09-11,8.9515,9.1029,8.8168,8.9495,274512800
